产品名称(必填),产品类型(必填),产品类别(必填),设备名称(必填),设备地址(必填),设备功能类型(必填),标识符(必填),功能名称(必填),寄存器地址(必填),字节长度(必填),读写类型(必填),值范围（RW信号必填）,信号单位(必填),数据类型(必填),功能码(必填),数据格式(必填),比例系数（非必填）,告警级别（非必填）
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101426,电池报警状态26# 线路故障告警,851,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101427,电池报警状态27# 模块掉线,853,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101428,电池报警状态27# 电压过高告警,855,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101429,电池报警状态27# 电压过低告警,857,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101430,电池报警状态27# 电压不均告警,859,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101431,电池报警状态27# 极柱温度过高告警,861,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101432,电池报警状态27# 内阻过大告警,863,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101433,电池报警状态27# 内阻不均告警,865,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101434,电池报警状态27# 自检故障告警,867,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101435,电池报警状态27# 线路故障告警,869,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101436,电池报警状态28# 模块掉线,871,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101437,电池报警状态28# 电压过高告警,873,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101438,电池报警状态28# 电压过低告警,875,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101439,电池报警状态28# 电压不均告警,877,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101440,电池报警状态28# 极柱温度过高告警,879,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101441,电池报警状态28# 内阻过大告警,881,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101442,电池报警状态28# 内阻不均告警,883,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101443,电池报警状态28# 自检故障告警,885,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101444,电池报警状态28# 线路故障告警,887,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101445,电池报警状态29# 模块掉线,889,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101446,电池报警状态29# 电压过高告警,891,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101447,电池报警状态29# 电压过低告警,893,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101448,电池报警状态29# 电压不均告警,895,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101449,电池报警状态29# 极柱温度过高告警,897,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101450,电池报警状态29# 内阻过大告警,899,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101451,电池报警状态29# 内阻不均告警,901,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101452,电池报警状态29# 自检故障告警,903,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101453,电池报警状态29# 线路故障告警,905,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101454,电池报警状态30# 模块掉线,907,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101455,电池报警状态30# 电压过高告警,909,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101456,电池报警状态30# 电压过低告警,911,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101457,电池报警状态30# 电压不均告警,913,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101458,电池报警状态30# 极柱温度过高告警,915,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101459,电池报警状态30# 内阻过大告警,917,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101460,电池报警状态30# 内阻不均告警,919,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101461,电池报警状态30# 自检故障告警,921,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101462,电池报警状态30# 线路故障告警,923,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101463,电池报警状态31# 模块掉线,925,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101464,电池报警状态31# 电压过高告警,927,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101465,电池报警状态31# 电压过低告警,929,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101466,电池报警状态31# 电压不均告警,931,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101467,电池报警状态31# 极柱温度过高告警,933,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101468,电池报警状态31# 内阻过大告警,935,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101469,电池报警状态31# 内阻不均告警,937,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101470,电池报警状态31# 自检故障告警,939,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101471,电池报警状态31# 线路故障告警,941,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101472,电池报警状态32# 模块掉线,943,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101473,电池报警状态32# 电压过高告警,945,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101474,电池报警状态32# 电压过低告警,947,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101475,电池报警状态32# 电压不均告警,949,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101476,电池报警状态32# 极柱温度过高告警,951,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101477,电池报警状态32# 内阻过大告警,953,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101478,电池报警状态32# 内阻不均告警,955,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101479,电池报警状态32# 自检故障告警,957,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101480,电池报警状态32# 线路故障告警,959,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101481,电池报警状态33# 模块掉线,961,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101482,电池报警状态33# 电压过高告警,963,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101483,电池报警状态33# 电压过低告警,965,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101484,电池报警状态33# 电压不均告警,967,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101485,电池报警状态33# 极柱温度过高告警,969,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101486,电池报警状态33# 内阻过大告警,971,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101487,电池报警状态33# 内阻不均告警,973,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101488,电池报警状态33# 自检故障告警,975,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101489,电池报警状态33# 线路故障告警,977,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101490,电池报警状态34# 模块掉线,979,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101491,电池报警状态34# 电压过高告警,981,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101492,电池报警状态34# 电压过低告警,983,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101493,电池报警状态34# 电压不均告警,985,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101494,电池报警状态34# 极柱温度过高告警,987,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101495,电池报警状态34# 内阻过大告警,989,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101496,电池报警状态34# 内阻不均告警,991,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101497,电池报警状态34# 自检故障告警,993,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101498,电池报警状态34# 线路故障告警,995,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101499,电池报警状态35# 模块掉线,997,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101500,电池报警状态35# 电压过高告警,999,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101501,电池报警状态35# 电压过低告警,1001,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101502,电池报警状态35# 电压不均告警,1003,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101503,电池报警状态35# 极柱温度过高告警,1005,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101504,电池报警状态35# 内阻过大告警,1007,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101505,电池报警状态35# 内阻不均告警,1009,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101506,电池报警状态35# 自检故障告警,1011,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101507,电池报警状态35# 线路故障告警,1013,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101508,电池报警状态36# 模块掉线,1015,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101509,电池报警状态36# 电压过高告警,1017,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101510,电池报警状态36# 电压过低告警,1019,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101511,电池报警状态36# 电压不均告警,1021,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101512,电池报警状态36# 极柱温度过高告警,1023,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101513,电池报警状态36# 内阻过大告警,1025,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101514,电池报警状态36# 内阻不均告警,1027,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101515,电池报警状态36# 自检故障告警,1029,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101516,电池报警状态36# 线路故障告警,1031,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101517,电池报警状态37# 模块掉线,1033,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101518,电池报警状态37# 电压过高告警,1035,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101519,电池报警状态37# 电压过低告警,1037,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101520,电池报警状态37# 电压不均告警,1039,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101521,电池报警状态37# 极柱温度过高告警,1041,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101522,电池报警状态37# 内阻过大告警,1043,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101523,电池报警状态37# 内阻不均告警,1045,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101524,电池报警状态37# 自检故障告警,1047,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101525,电池报警状态37# 线路故障告警,1049,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101526,电池报警状态38# 模块掉线,1051,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101527,电池报警状态38# 电压过高告警,1053,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101528,电池报警状态38# 电压过低告警,1055,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101529,电池报警状态38# 电压不均告警,1057,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101530,电池报警状态38# 极柱温度过高告警,1059,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101531,电池报警状态38# 内阻过大告警,1061,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101532,电池报警状态38# 内阻不均告警,1063,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101533,电池报警状态38# 自检故障告警,1065,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101534,电池报警状态38# 线路故障告警,1067,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101535,电池报警状态39# 模块掉线,1069,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101536,电池报警状态39# 电压过高告警,1071,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101537,电池报警状态39# 电压过低告警,1073,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101538,电池报警状态39# 电压不均告警,1075,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101539,电池报警状态39# 极柱温度过高告警,1077,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101540,电池报警状态39# 内阻过大告警,1079,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101541,电池报警状态39# 内阻不均告警,1081,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101542,电池报警状态39# 自检故障告警,1083,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101543,电池报警状态39# 线路故障告警,1085,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101544,电池报警状态40# 模块掉线,1087,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101545,电池报警状态40# 电压过高告警,1089,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101546,电池报警状态40# 电压过低告警,1091,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101547,电池报警状态40# 电压不均告警,1093,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101548,电池报警状态40# 极柱温度过高告警,1095,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101549,电池报警状态40# 内阻过大告警,1097,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101550,电池报警状态40# 内阻不均告警,1099,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101551,电池报警状态40# 自检故障告警,1101,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101552,电池报警状态40# 线路故障告警,1103,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101553,电池报警状态41# 模块掉线,1105,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101554,电池报警状态41# 电压过高告警,1107,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101555,电池报警状态41# 电压过低告警,1109,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101556,电池报警状态41# 电压不均告警,1111,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101557,电池报警状态41# 极柱温度过高告警,1113,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101558,电池报警状态41# 内阻过大告警,1115,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101559,电池报警状态41# 内阻不均告警,1117,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101560,电池报警状态41# 自检故障告警,1119,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101561,电池报警状态41# 线路故障告警,1121,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101562,电池报警状态42# 模块掉线,1123,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101563,电池报警状态42# 电压过高告警,1125,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101564,电池报警状态42# 电压过低告警,1127,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101565,电池报警状态42# 电压不均告警,1129,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101566,电池报警状态42# 极柱温度过高告警,1131,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101567,电池报警状态42# 内阻过大告警,1133,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101568,电池报警状态42# 内阻不均告警,1135,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101569,电池报警状态42# 自检故障告警,1137,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101570,电池报警状态42# 线路故障告警,1139,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101571,电池报警状态43# 模块掉线,1141,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101572,电池报警状态43# 电压过高告警,1143,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101573,电池报警状态43# 电压过低告警,1145,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101574,电池报警状态43# 电压不均告警,1147,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101575,电池报警状态43# 极柱温度过高告警,1149,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101576,电池报警状态43# 内阻过大告警,1151,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101577,电池报警状态43# 内阻不均告警,1153,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101578,电池报警状态43# 自检故障告警,1155,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101579,电池报警状态43# 线路故障告警,1157,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101580,电池报警状态44# 模块掉线,1159,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
